stars,body
"5,0",Urunu ya amazondan alirdim ya apple sitesinden cunku orjinallik onemli. Guzelce paketleme ile geldi. Kucucuk urun olmasina ragmen. Zam öncesi indirimli fiyatla iyi oldu.
"5,0",Kalite belli hız da başarılı evdeki bütün adaptörleri buna çevirdim baya fark ediyor tavsiye ederim
"5,0","Ürün görünüşü, kutusu ve tabi ki üzerindeki seri numarası olarak kesinlikle orijinal. Şarj konusunda da olması gerektiği gibi gayet hızlı. Büyük mağazalardaki fiyatlarına göre 60-70 lira daha ucuz Amazon’da. Bence güvenle alabilirsiniz."
"5,0",Satıcısı Amazon ve ürün orjinal.
"5,0",Ürün orjinalliğini kontrol ettim. Kutu üzerindeki seri numarası ile adaptör üzerindeki aynı. Adaptör ağırlığı 55gram (sahteleri 56gram). Adaptöre sarılı koruyucu kağıt üzerinde apple yazıları mevcut.
"5,0",Alanların şüphe etmesine gerek yok. Telefon zerre ısınmıyor buz gibi şarj oluyor baya hızlı yani. Ayrıca apple 'ın yetkili bayisi olduğu için zaten bakmadan bile alabilirsiniz.
"5,0",Amazon.com.tr tarafından satılır ve gönderilir olduğu için satın aldığım ve satıcı Amazon olduğu için tabii ki orjinal olarak gelen ürün.
"5,0",Apple kalitesi
"5,0",Amazon.com tarafından gönderilen bir ürün aldım.Ürün net orjinal.Kargolama ve paketleme mükemmel 1 iş gününde elime ulaştı.amazon ailesine teşekkür ederim.
"5,0",merhaba göndermiş olduğunuz ürün kalitesi güzel
"5,0",ürün amazon tarafından satılıyor. 1 günde ulaştı. orjinal ürün. kutu etiketini ilk siz açıyorsunuz. tavsiye ediyorum.
"5,0",Amazon satıcısından aldım.Ürün gayet iyi durumda 0 kutuda geldi.Orijinal Apple ürünü 🙂
"5,0","Tarafımı gönderilen ürün , göründüğü kadarıyla orijinal Apple 20w şarj adaptörü . tavsiye ederim.."
"5,0",Ürünü sorunsuz teslim aldım memnunum emeği geçen herkese çok teşekkür ediyorum
"5,0",orjinal süper hızlı güvenle alabilirsiniz satıcı apple olsun
"5,0",Ürün zaten orjinal. Apple sitesinden çok daha uygun fiyatlı. Helal olsun amazon tr
"5,0","Orijinal ürün, satıcının Amazon olmasına dikkat ediniz."
"5,0",Ürün kesinlikle orijinal ve uygun fiyat. Sahte olma ihtimali yok.
"5,0",Orijinal apple ürünü.
"5,0",Orijinal ürün. Amazon ailesine sonsuz teşekkür ederim.
"5,0",orijinal apple adaptörü. hızlı kargo için teşekkürler
"5,0",Gayet güzel hızlı kargo güzel paketleme teşekkürler
"5,0",Bildiğiniz orjinal Apple kalitesi
"5,0",Gerçekten çok hızlı şarj ediyor.
"5,0",Ürün orijinal gönül rahatlığıyla alabilirsiniz..
"5,0",Orjinal ürün paketleme süperdi
"5,0",Orjinal ürün amazon farkıyle
"5,0",Sahte değil ürün
"5,0",Apple kalitesi 😁
"5,0",Alınır bir ürün
"5,0",işimi gördü
"5,0",Ürün orijinal ve teslimat süresinden erken geldi ilgi alakanız için teşekkür ederim.Amazon Yetkili Satıcısına güvenerek alabilirsiniz.
"5,0",Kaliteli orijinal ürün 1 günde elime ulaştı
"5,0",Çok iyi klasik apple amazon un kendinden almaya dikkat edin
"5,0","Orijinal ürüm, tavsiye ederim."
"5,0",Amazon.com.tr tarafından satılan bir ürün. Ürün orjinal. Ertesi gün elime ulaştı. Teşekkürler
"5,0",Tereddüt ettiğim ürünlerde amazon harici hiçbiryerde almam. Harika bir çalışma sistemi. Müthiş hız orjinal ürün
"5,0",Ürün orjinal amazon satıcısından alın. Appleden de almıştım karsılaştırdım bire bir aynısı
"5,0",Ürünü almadan yorumları okudum ve orijinalliğinden emin olabileceğim satıcı Amazon'un kendisiydi.Elime geçtiğinde de doğru seçim yaptığımı anladım.Satıcı Amazon ise rahatlıkla alabilirsiniz.
"5,0",Hizli kargo orjinal urun
"5,0",Hizli kargo orjinal urun
"5,0",Beklenen teslimattan çok önce teslimat. Uygun fiyat amazon kalitesi. Ürün orjinal apple kalitesi.
"5,0",Ürün orijinal ve gayet başarılı gönül rahatlığı ile alabilirsiniz (amazon satıcısından alım yapıldı)
"5,0",Çok hızlı
"5,0",Amazon kendisinden aldım zaten çakma olması imkansız. 8 plus için kullanıyorum 30 dk %50 üzeri şarj ediyor sonra biraz yavaş ilerliyor ama kesinlikle çok iyi bir süre alacak arkadaşlara tavsiye ederim benim batarya baya bi eskiydi 82 civarında sürekli şarjda kullanıyordum bu alet sayesinde artık şarj başında beklemekten kurtuldum kısa sürelerde şarj ettiği için rahat oluyor evet ülkedeki ekonomiden kaynaklı biraz pahalı gibi ama sonuç olarak fiyat ta amazonda en uygunu son olarakta ısınma şarj almama gibi bir problemle karşılaşmadım gayet iyi şarj ediyor
"5,0",Her anlamda çok iyi bir alışverişti. Çekinmeden alabilirsiniz.
"5,0",amazonun kendisinden aldım. kutu seri no ile adaptörün seri numarası aynı. orjinal ürünü uygun rakama ve hızlı kargolama ile aldım. tesekkurler
"5,0",Güzel
"5,0",çok iyi
"5,0",Satıcısı amazon ve tabiki orjinal hemde piyasasının cok altına aldım.
"5,0",Ürün orijinal uzun zamandır kullanıyorum ateş ediyor.
"5,0","Hızlı ve güvenli kargo, uygun fiyat"
"5,0",Ürün orijinal. Çok hızlı şarj ediyor.
"5,0",Beklediğim gibi hiç bir sorun yaşamadım. Çok kısa sürede hızlı şarj ediyor ve orijinal.
"5,0","Amazon satıcısı orjinal ürün gönderiyor, içiniz rahat olsun."
"5,0","Satıcısının amazon olmasına dikkat edin, orijinal apple ürünü..."
"5,0",Amazon kalitesi! Orjinal ürün hızlı şarj temiz kargo. Teşekkürler.
"5,0","Amazon satıcısından aldım ve ürün orijinal.Çakma yazanlar olmuş,Amazon satıcısından almaya dikkat edin."
"5,0",Ürün orijinal güvenle alabilirsiniz
"5,0",Suana kadar ki kullanımımdan gayet memnunum
"5,0",Ürün orijinal güvenle alabilirsiniz
"5,0",Sıkıntısız satış
"5,0",Orjinal bir ürün başarılı
"5,0","Apple iPhone 6 kullanıyorum. Airpods 3 alırken bunu da aldım. Ama hiç kullanmadım. Yani çok gerekli emin değilim. Gönderim ve paketleme başarılı.Güncelleme; Satın aldıktan bir ay sonra kullanmak istedim, çalışmıyor. Nerden destek alabilirim?"
"5,0",Amazonun satıcısı ve göndericisi olduğu ürünlerde; sahte olma ihtimali yok... müşteri hizmetleri ve iade süreçleri gayet olumlu ve hızlı ilerliyor o nedenden dolayı gözü kapalı ağlarım.
"5,0",Orjinal ürün
"5,0","uygun fiyata aldığım için memnunum, gerçekten harika"
"5,0",Orjinal ürün
"5,0","Urun gayet basarili, orjinal zaten, amazondan aldim, 1 saatte neredeyse %100"
"5,0","Orijinal, hızlı"
"5,0",Orijinal ürün. İdirimde aldım. Son derece memnunum
"5,0",Kargo cok hizli geldi ve urun gayet iyi hizli sarj ediyor
"5,0",Kargom biraz gecikse de paketleme güzeldi. Ürün orjinal ☺️
"1,0",Amazonun kalitesine güvenerek airpods u bu siteden alalım dedik ve karşımıza bu mağaza çıktı.Fiyat uygundu ve alım işlemi gerçekleştirdik.Kargo maalesef 1 haftadan fazla sürede elimize ulaştırdı o konuda gerçekten vasatlardı.Daha sonra kargo tamam elimize ulaştı derken ürünün 2 yıl Apple Türkiye Garantili diye satılmasına rağmen aslında 1 yıl garantisi olduğunu öğrendik.Size 2 sorum var.1-Bu olayda ticaret ahlakı nerededir ?2-Diğer Sorum Amazon'a bu tür firmalarla neden çalışıyorsunuz ?Bundan sonra bu firmadan ne ürün alırım neden başkalarına ürün aldırtırım.
"5,0",Öncelikle ürünün bana gönderim hızından ve kutulanmasından çok memnun kaldım. Fakat yaşanan bir karışıklığı belirtmem gerekiyor. 2. Nesil airpodlar kablosuz şarj ve kablolu şarj seçeneği olarak ikiye ayrılıyor ve kablosuz şarj olanların kutu tasarımı ufak değişiklikler gösteriyor. Örneğin kablosuz şarj olanların ışığı önde gözükmektedir. Ben bu farksan haberdar değildim ve bu ürünü bekliyordum. Aldığım bu ürünün görsellerinde de bu ürün böyle görsellenmişti. Ürün bana geldiğinde bir hata olduğunu sandım ve değiştirme talebinde bulundum. Sonradan bu modellerin 2 çeşiti olduğunu öğrendim. Özetle görseller kafa karıştırabilmektedir dikkat etmek gerekir. Ama ürün son derece kaliteli ve kullanışlı. Tavsiye ederim
"5,0",Günlük olarak kullanıyorum. Ortalama haftada bir şarj ediyorum. Kulaklık sabahtan akşama kadar kulağıma  takılı ve çoğu zaman müzik dinleyip telefonla görüşüyorum. Akşama doğru tekrar kutusuna koyup şarj etmem gerekebiliyor. Bir süre sonra varlığını unutuyorsunuz. Ses kalitesi yeterli ve kablosuz olması çok kullanışlı yapıyor. Koşu bandı üzerinde ve diğer sportif faaliyetlerde de kullanıyorum. Havlu ile silerken varlığını iki kez unuttuğum için koşu bandında kulağımdan düştü ama hasar görmedi. Telefon görüşmelerinde genel olarak sıkıntı yok. Yalnız bir kez çok yoğun ve gürültülü durumda karşıdaki kişi yoğun gürültüden duyamadığı için görüşemedik. Arabada bluetooth olmasına rağmen yine de bu kulaklığı kullanıp müzik dinliyorum. Dış sesleri de alabildiğin için rahat olduğunu düşünüyorum. Yurtdışında insanların kendi para birimi ile 150 ... verdiği bir alete 1000 lira civarında para verdiğim için hiç hoşnut değilim. O yüzden bu kadar parayı verebilecek olanlara ancak tavsiye edebiliyorum. Bu arada gelen ürünün kutusu sanırım birinci nesil kutu ile aynı. Işığı kutunun içinde yanıyor. Ama diğer özelliklerde sıkıntı olmadığını düşünüyorum.
"5,0",İkinci nesil airpodslar kablolu ve kablosuz şarj kutulu olmak üzere iki farklı versiyonla çıkmış. Ben kablolu şarj kutulu ikinci versiyon airpods satın aldım. Burada en çok bu ayrıntıyı karıştırıp birinci nesil kargolandığını zannedenler oluyor. Ürün incelemelerini daha önce izlediğim için bir sürprizle karşılaşmadım. Her zaman ki Apple kalitesini kurlardan ve vergilerden kaynaklı yüksek fiyatıyla elde etmiş oluyorsunuz. Kablolu iphone kutusundan çıkan earpods kalitesinde müzik dinleme ve telefon konuşması yapma imkanı sağlıyor. Sanki kablolu orijinal kulaklığını kullanıyormuş gibi.  Kulaklıkların şarj hızı muazzam. iphone ile uyumu zaten kusursuz. Android li telefonlarda da denedik hemen bağlandı. Uzun süre kullanacağınızı düşünerek önce taklitlerini alıp pişman olduktan sonra gelip bunu almayın. Direkt bütçeniz uygunsa bu ürünü alın derim.
"4,0","Bizi kıskananların 100 birime , bizimse 1900 birime aldığımız telefon görüşmeleri için iyi olan normal kablosuz bir kulaklık. En ergonomik bu diye bunu aldım. Mikrofon kaliteli, müzik normal. İphone için uyum harika. Süper güç olduğumuz için de çok uygun fiyata geldi!Not: Garanti süresi ile ilgili sorun yaşayan arkadaşlar için yazıyorum. Apple desteği arıyorsunuz. Satın alma tarihini doğrulayamadım diyorsunuz.Amazondan e-faturanızı indirin. Apple destek sizin e-mailinize bir link gönderecek. E-faturanızı bu link vasıtasıyla onlara ulaştırıyorsunuz. Yurtdışı ile görüşme ayarlıyorlar. Size tercüman olup işinizi hallediyorlar. İnanılmaz ama Apple  Türkiye böyle bir yetkiye sahip değil. İlla Yurtdışından onay gerekiyormuş.Yapacak bir şey yok.30 dakikada bu iş çözülüyor.Gözünüzde büyümesin.Yani bu satın alma tarihinin onaylanması çok büyük bir problem değil ! Asıl problem 100 birimlik ürünü bizim neden 1900 birime aldığımız."
"5,0",Orijinal Apple Türkiye garantili olması güzel. Amazondan alışveriş her zaman ayrı bir keyif. Ürünü alırken araştırmanızı yapın. Ürün 2. nesil fakat şarj kutusu kablosuz değil. En iyi fiyata araştırmalarım sonucu aldım. Kullanımı çok rahat. Ses kalitesi mükemmele yakın. Konuşma yaparken çok net ses alıyorum. Karşıya sesim çok net gidiyor. Apple ın en iyi aksesuarı bence. Fiyat bir kulaklık için fazla olabilir yalnız şarj durumu vb. diğer özelliklerine baktığınızda diğer markalardan gerçekten ucuz. Teşekkürler Amazon. Yıllardır yaptığımız alışverişlerimiz 'güvenle' devam ediyor.
"5,0",Daha önce 708₺ ye versiyon 1'i almıştım. Şimdi 808₺ ye versiyon 2'yi aldım. Bir farkları yok bence. Ama heves işte. Yanına da amazon.com' dan kulak içi süngeri aldım. Ondan sonraki performansını ben de merak ediyorum. Şimdilik (sağ kulağımdan düşmesi dışında) bir sorun yok :)
"5,0",Ürün ertesi gün elime kutulanmış darbaye dayanıklı kutu içersinde korumalı bir şekilde muafaza edilmiş bir şekilde elime ulaştı.. Ses kalitesi normal kablolu iphone kulaklıklarından bir iki tık yüksekte ve bu bana yetiyor.. Telefon Konuşma performansı ses kalitesi muazzam diyebilirim. Airpods Pro çıkmasını bekledikten sonra almaya karar verdim gerçekten proya ihtiyaç olmadığını düşünüyorum.. Alacak kişilere tavsiye ederim Amazon güvencesi ile bu imkanı sağladıkları için teşekkürler  894 TL gibi indrime düşerse kaçırmadan almalısınız..
"4,0","Ürün Apple kalitesini yansıtıyor iphone ile uyumuna edecek laf yok oyunlarda felan gecikme hissedilmiyor ancak android için aynı şeyi söylemiyeceğim. Ben İphone dışında  Samsung Galaxy j7 pro ile test ettim hissedilcek düzeyde gecikme var. Telefon konuşmalarında ses kalitesi çok iyi etrafdaki gürültiyü engeleyerek karşı tarafa gönderiyor ve ses gayet telefondan konuşur gibi gidiyor karşı tarafa. Hoşuma gitmeyen veya düşündüğüm gibi çıkmayan hoşuma gitmeyen belki, durum ise kulaklıkları kulaktan çıkardığınızda otomatik  çalma duruyor ancak kulaklıkların pili harcanmaya devam ediyor.  Kullanmıyorsam ve kutuya koymadıysam pilin normal dinleme gibi bitmemesi gerekirdi."
"2,0","ÖNCELİKLE ÜRÜNÜN ORJİNAL OLDUĞUNDAN ŞÜPHE YOK ,APPLE DE GARANTİ SÜRESİ 24 AY YERİNE 21 AY GÖZÜKÜYOR,DÜZELTMEK İÇİN APPLE DESTEK HATTINI ARADIM FATURAYI İSTEDİLER,GÖDERDİM, ANCAK  SATICI AMAZON ÜRÜN FATURASINA CIHAZIN SERİ NUMARASI YAZMADIĞI İÇİN, APPLE DÜZELTME YAPAMADI,AMAZON MÜŞTERİ TEMSİLCİSİNİ ARADIĞIMDA FATURAYA ÜRÜN KODU YAZDIKLARINI  SERİ NUMARASINI YAZMADIKLARINI SÖYLEDİLER,SONUÇ OLARAK PİNPON TOPU GİBİ AMAZON İLE APPLE ARASINDA KALDIM SORUNUM ÇÖZÜLMEDİ,YILLARDIR GÜVENLE ALIŞVERİŞ YAPTIĞIM AMAZON VE APPLE BENİ ORTADA BIRAKTI,BUNU BİLEREK ALIN DİYORUM..."
"1,0",Amazonun kalitesine güvenerek airpods u bu siteden alalım dedik ve karşımıza bu mağaza çıktı.Fiyat uygundu ve alım işlemi gerçekleştirdik.Kargo maalesef 1 haftadan fazla sürede elimize ulaştırdı o konuda gerçekten vasatlardı.Daha sonra kargo tamam elimize ulaştı derken ürünün 2 yıl Apple Türkiye Garantili diye satılmasına rağmen aslında 1 yıl garantisi olduğunu öğrendik.Size 2 sorum var.1-Bu olayda ticaret ahlakı nerededir ?2-Diğer Sorum Amazon'a bu tür firmalarla neden çalışıyorsunuz ?Bundan sonra bu firmadan ne ürün alırım neden başkalarına ürün aldırtırım.
"5,0",Öncelikle ürünün bana gönderim hızından ve kutulanmasından çok memnun kaldım. Fakat yaşanan bir karışıklığı belirtmem gerekiyor. 2. Nesil airpodlar kablosuz şarj ve kablolu şarj seçeneği olarak ikiye ayrılıyor ve kablosuz şarj olanların kutu tasarımı ufak değişiklikler gösteriyor. Örneğin kablosuz şarj olanların ışığı önde gözükmektedir. Ben bu farksan haberdar değildim ve bu ürünü bekliyordum. Aldığım bu ürünün görsellerinde de bu ürün böyle görsellenmişti. Ürün bana geldiğinde bir hata olduğunu sandım ve değiştirme talebinde bulundum. Sonradan bu modellerin 2 çeşiti olduğunu öğrendim. Özetle görseller kafa karıştırabilmektedir dikkat etmek gerekir. Ama ürün son derece kaliteli ve kullanışlı. Tavsiye ederim
"5,0",Günlük olarak kullanıyorum. Ortalama haftada bir şarj ediyorum. Kulaklık sabahtan akşama kadar kulağıma  takılı ve çoğu zaman müzik dinleyip telefonla görüşüyorum. Akşama doğru tekrar kutusuna koyup şarj etmem gerekebiliyor. Bir süre sonra varlığını unutuyorsunuz. Ses kalitesi yeterli ve kablosuz olması çok kullanışlı yapıyor. Koşu bandı üzerinde ve diğer sportif faaliyetlerde de kullanıyorum. Havlu ile silerken varlığını iki kez unuttuğum için koşu bandında kulağımdan düştü ama hasar görmedi. Telefon görüşmelerinde genel olarak sıkıntı yok. Yalnız bir kez çok yoğun ve gürültülü durumda karşıdaki kişi yoğun gürültüden duyamadığı için görüşemedik. Arabada bluetooth olmasına rağmen yine de bu kulaklığı kullanıp müzik dinliyorum. Dış sesleri de alabildiğin için rahat olduğunu düşünüyorum. Yurtdışında insanların kendi para birimi ile 150 ... verdiği bir alete 1000 lira civarında para verdiğim için hiç hoşnut değilim. O yüzden bu kadar parayı verebilecek olanlara ancak tavsiye edebiliyorum. Bu arada gelen ürünün kutusu sanırım birinci nesil kutu ile aynı. Işığı kutunun içinde yanıyor. Ama diğer özelliklerde sıkıntı olmadığını düşünüyorum.
"5,0",İkinci nesil airpodslar kablolu ve kablosuz şarj kutulu olmak üzere iki farklı versiyonla çıkmış. Ben kablolu şarj kutulu ikinci versiyon airpods satın aldım. Burada en çok bu ayrıntıyı karıştırıp birinci nesil kargolandığını zannedenler oluyor. Ürün incelemelerini daha önce izlediğim için bir sürprizle karşılaşmadım. Her zaman ki Apple kalitesini kurlardan ve vergilerden kaynaklı yüksek fiyatıyla elde etmiş oluyorsunuz. Kablolu iphone kutusundan çıkan earpods kalitesinde müzik dinleme ve telefon konuşması yapma imkanı sağlıyor. Sanki kablolu orijinal kulaklığını kullanıyormuş gibi.  Kulaklıkların şarj hızı muazzam. iphone ile uyumu zaten kusursuz. Android li telefonlarda da denedik hemen bağlandı. Uzun süre kullanacağınızı düşünerek önce taklitlerini alıp pişman olduktan sonra gelip bunu almayın. Direkt bütçeniz uygunsa bu ürünü alın derim.
