stars,body
"5,0",satıcısının amazon olmasına dikkat edin orijinal apple ürünü
"5,0",amazon kalitesi orjinal ürün hızlı şarj temiz kargo teşekkürler
"5,0",amazon satıcısından aldım ürün orijinalçakma yazanlar olmuşamazon satıcısından almaya dikkat edin
"5,0",ürün orijinal güvenle alabilirsiniz
"5,0",suana kadar kullanımımdan gayet memnunum
"5,0",sıkıntısız satış
"5,0",orjinal bir ürün başarılı
"5,0",apple iphone 6 kullanıyorum airpods 3 alırken bunu aldım ama kullanmadım yani gerekli emin değilim gönderim paketleme başarılıgüncelleme; satın aldıktan bir ay sonra kullanmak istedim çalışmıyor nerden destek alabilirim
"5,0",amazonun satıcısı göndericisi olduğu ürünlerde; sahte olma ihtimali yok müşteri hizmetleri iade süreçleri gayet olumlu hızlı ilerliyor nedenden dolayı gözü kapalı ağlarım
"5,0",uygun fiyata aldığım memnunum gerçekten harika
"5,0",urun gayet basarili orjinal zaten amazondan aldim 1 saatte neredeyse %100
"5,0",orijinal hızlı
"5,0",orijinal ürün i̇dirimde aldım son derece memnunum
"5,0",kargo cok hizli geldi urun gayet iyi hizli sarj ediyor
"5,0",kargom biraz gecikse paketleme güzeldi ürün orjinal ☺️
"1,0",amazonun kalitesine güvenerek airpods u siteden alalım dedik karşımıza mağaza çıktıfiyat uygundu alım işlemi gerçekleştirdikkargo maalesef 1 haftadan fazla sürede elimize ulaştırdı konuda gerçekten vasatlardıdaha sonra kargo tamam elimize ulaştı derken ürünün 2 yıl apple türkiye garantili satılmasına rağmen 1 yıl garantisi olduğunu öğrendiksize 2 sorum var1-bu olayda ticaret ahlakı nerededir 2-diğer sorum amazona tür firmalarla çalışıyorsunuz bundan sonra firmadan ürün alırım başkalarına ürün aldırtırım
"5,0",öncelikle ürünün bana gönderim hızından kutulanmasından memnun kaldım fakat yaşanan bir karışıklığı belirtmem gerekiyor 2 nesil airpodlar kablosuz şarj kablolu şarj seçeneği olarak ikiye ayrılıyor kablosuz şarj olanların kutu tasarımı ufak değişiklikler gösteriyor örneğin kablosuz şarj olanların ışığı önde gözükmektedir ben farksan haberdar değildim ürünü bekliyordum aldığım ürünün görsellerinde ürün böyle görsellenmişti ürün bana geldiğinde bir hata olduğunu sandım değiştirme talebinde bulundum sonradan modellerin 2 çeşiti olduğunu öğrendim özetle görseller kafa karıştırabilmektedir dikkat etmek gerekir ama ürün son derece kaliteli kullanışlı tavsiye ederim
"5,0",günlük olarak kullanıyorum ortalama haftada bir şarj ediyorum kulaklık sabahtan akşama kadar kulağıma takılı çoğu zaman müzik dinleyip telefonla görüşüyorum akşama doğru tekrar kutusuna koyup şarj etmem gerekebiliyor bir süre sonra varlığını unutuyorsunuz ses kalitesi yeterli kablosuz olması kullanışlı yapıyor koşu bandı üzerinde diğer sportif faaliyetlerde kullanıyorum havlu silerken varlığını iki unuttuğum koşu bandında kulağımdan düştü hasar görmedi telefon görüşmelerinde genel olarak sıkıntı yok yalnız bir yoğun gürültülü durumda karşıdaki kişi yoğun gürültüden duyamadığı görüşemedik arabada bluetooth olmasına rağmen yine kulaklığı kullanıp müzik dinliyorum dış sesleri alabildiğin rahat olduğunu düşünüyorum yurtdışında insanların kendi para birimi 150  verdiği bir alete 1000 lira civarında para verdiğim hoşnut değilim o yüzden kadar parayı verebilecek olanlara ancak tavsiye edebiliyorum bu arada gelen ürünün kutusu sanırım birinci nesil kutu aynı işığı kutunun içinde yanıyor ama diğer özelliklerde sıkıntı olmadığını düşünüyorum
"5,0",i̇kinci nesil airpodslar kablolu kablosuz şarj kutulu olmak üzere iki farklı versiyonla çıkmış ben kablolu şarj kutulu ikinci versiyon airpods satın aldım burada ayrıntıyı karıştırıp birinci nesil kargolandığını zannedenler oluyor ürün incelemelerini önce izlediğim bir sürprizle karşılaşmadım her zaman apple kalitesini kurlardan vergilerden kaynaklı yüksek fiyatıyla elde etmiş oluyorsunuz kablolu iphone kutusundan çıkan earpods kalitesinde müzik dinleme telefon konuşması yapma imkanı sağlıyor sanki kablolu orijinal kulaklığını kullanıyormuş gibi kulaklıkların şarj hızı muazzam iphone uyumu zaten kusursuz android li telefonlarda denedik hemen bağlandı uzun süre kullanacağınızı düşünerek önce taklitlerini alıp pişman olduktan sonra gelip bunu almayın direkt bütçeniz uygunsa ürünü alın derim
"4,0",bizi kıskananların 100 birime  bizimse 1900 birime aldığımız telefon görüşmeleri iyi olan normal kablosuz bir kulaklık en ergonomik bunu aldım mikrofon kaliteli müzik normal i̇phone uyum harika süper güç olduğumuz uygun fiyata geldinot garanti süresi ilgili sorun yaşayan arkadaşlar yazıyorum apple desteği arıyorsunuz satın alma tarihini doğrulayamadım diyorsunuzamazondan e-faturanızı indirin apple destek sizin e-mailinize bir link gönderecek e-faturanızı link vasıtasıyla onlara ulaştırıyorsunuz yurtdışı görüşme ayarlıyorlar size tercüman olup işinizi hallediyorlar i̇nanılmaz apple türkiye böyle bir yetkiye sahip değil i̇lla yurtdışından onay gerekiyormuşyapacak bir yok30 dakikada iş çözülüyorgözünüzde büyümesinyani satın alma tarihinin onaylanması büyük bir problem değil  asıl problem 100 birimlik ürünü bizim 1900 birime aldığımız
"5,0",orijinal apple türkiye garantili olması güzel amazondan alışveriş zaman ayrı bir keyif ürünü alırken araştırmanızı yapın ürün 2 nesil fakat şarj kutusu kablosuz değil en iyi fiyata araştırmalarım sonucu aldım kullanımı rahat ses kalitesi mükemmele yakın konuşma yaparken net ses alıyorum karşıya sesim net gidiyor apple ın iyi aksesuarı bence fiyat bir kulaklık fazla olabilir yalnız şarj durumu vb diğer özelliklerine baktığınızda diğer markalardan gerçekten ucuz teşekkürler amazon yıllardır yaptığımız alışverişlerimiz güvenle devam ediyor
"5,0",daha önce 708₺ ye versiyon 1i almıştım şimdi 808₺ ye versiyon 2yi aldım bir farkları yok bence ama heves işte yanına amazoncom dan kulak içi süngeri aldım ondan sonraki performansını ben merak ediyorum şimdilik sağ kulağımdan düşmesi dışında bir sorun yok
"5,0",ürün ertesi gün elime kutulanmış darbaye dayanıklı kutu içersinde korumalı bir şekilde muafaza edilmiş bir şekilde elime ulaştı ses kalitesi normal kablolu iphone kulaklıklarından bir iki tık yüksekte bana yetiyor telefon konuşma performansı ses kalitesi muazzam diyebilirim airpods pro çıkmasını bekledikten sonra almaya karar verdim gerçekten proya ihtiyaç olmadığını düşünüyorum alacak kişilere tavsiye ederim amazon güvencesi imkanı sağladıkları teşekkürler 894 tl indrime düşerse kaçırmadan almalısınız
"4,0",ürün apple kalitesini yansıtıyor iphone uyumuna edecek laf yok oyunlarda felan gecikme hissedilmiyor ancak android aynı şeyi söylemiyeceğim ben i̇phone dışında samsung galaxy j7 pro test ettim hissedilcek düzeyde gecikme var telefon konuşmalarında ses kalitesi iyi etrafdaki gürültiyü engeleyerek karşı tarafa gönderiyor ses gayet telefondan konuşur gidiyor karşı tarafa hoşuma gitmeyen düşündüğüm çıkmayan hoşuma gitmeyen belki durum kulaklıkları kulaktan çıkardığınızda otomatik çalma duruyor ancak kulaklıkların pili harcanmaya devam ediyor kullanmıyorsam kutuya koymadıysam pilin normal dinleme bitmemesi gerekirdi
"2,0",önceli̇kle ürünün orji̇nal olduğundan şüphe yok apple de garanti̇ süresi̇ 24 ay yeri̇ne 21 ay gözüküyordüzeltmek i̇çi̇n apple destek hattini aradim faturayi i̇stedi̇lergöderdi̇m ancak satici amazon ürün faturasina cihazin seri̇ numarasi yazmadiği i̇çi̇n apple düzeltme yapamadiamazon müşteri̇ temsi̇lci̇si̇ni̇ aradiğimda faturaya ürün kodu yazdiklarini seri̇ numarasini yazmadiklarini söyledi̇lersonuç olarak pi̇npon topu gi̇bi̇ amazon i̇le apple arasinda kaldim sorunum çözülmedi̇yillardir güvenle alişveri̇ş yaptiğim amazon ve apple beni̇ ortada biraktibunu bi̇lerek alin di̇yorum
"1,0",ürün geldi çalışıyor kablosuz şarjlı modeli değil bunu tercih ettim gayet güzel kullanışlı şimdiye kadar aldıklarım arasında hayatıma etki eden ürünler içerisinde iyi almışım dediğim bir ürün kullanışlı yalnız gelelim asıl konuya 1 yıldız verdim ürün geldi iki kulaklığın arkası siyahımsı ince bir neşter benzeri bir alet oynanmış içi açılmış geliyor şüphelerim hala sürüyor cihazda problem var şuan yok arkası siyah tamir görmüş bir ürün fiyatı vermek cazip değil kimsede kabul etmez durumu hala düşünmekteyim yetkili kişilerin bana ulaşması konuya bakışımı değiştirecektir
"4,0",amazon yine kalitesini göstererek airpodsu uygun fiyata bizlere sundu gece verdiğim sipariş hızlı teslimat olmamasına rağmen 36 saat geçmeden kapımdaydı paketi açmadan seri numarasını kontrol ettiğimde ürünün orijinal olduğunu gördüm i̇lk kullandığımda gerek rahatlığı gerekse ses kalitesi açısından ürüne bayıldığımı söyleyebilirim 5 saattir aralıksız müzik dinliyorum bir ara ses hoparlörden mi geliyor telefonumu kontrol ettim  kulağınızda olduğunu hissetmiyorsunuz bile kullanımı rahat siri özelliği oldukça kullanışlıtek rahatsız olduğum nokta genel bir apple problemi olan müziğin sesinin dışarıdan duyuluyor oluşu earpods kullanırken durumdan oldukça rahatsızdım airpods sorunu düzeltmiş olabileceklerini düşündüm yanılmışım ses seviyesi %60ın üzerine çıktığında müziğiniz dışarıdan duyulmaya başlıyor %100 airpods kulağınızdayken yanınıza arkadaşlarınızı alıp beraber şarkıyı söyleyebilirsiniz  almayı düşünen arkadaşlar bunu göz önünde bulundurursa sevinirim
"5,0",verdiğim paraya değecek bir ürün bittibitiyor kullanıcısından aldım kargo özenliydi sağlam bir şekilde geldi yorumlarda gördüğüm bir olay vardı insanların kafası karışmaması açıklama yapmak istedim şarj göstergesi olan yeşil ışık kablosuz şarj olan modelde dışarıda bulunuyor benim aldığım ürün olan kablolu şarj olan airpods 2 nesilin yeşil ışığı kutu içerisinde oluyor 1 nesil göndermiyorlar yani bunu apple sitesinden ürünün kutusu üzerinde olan seri numarasını yazıp kontrolünü sağlayabilirsinizbeğendiğim özellikleri+ ses kalitesi harika kablolu apple kulaklığı hatta ondan kaliteli diyebilirim+ mikrofon kalitesi güzel telefondan konuşurken karşı tarafa gayet net gidiyor ses mesafesi baya uzun telefonu kendi odama koyup salondan bile konuşabiliyorum+ kulağımdan asla kaymıyor kasti olarak bile kafamı sağa sola salladım düşürmeyi denedim yine düşmedi+ kutusunda şarj edip tekrardan kullanma olayı güzel+ şarjı güzel gidiyor otobüs yolculuğunda kullandım 3 saat bir süre kulağımdan çıkarmadan şarkı dinledim yüzde 50 60 lara anca geldi pil yüzdesi kutusuna koyup şarj ettikten sonra kutunun toplam şarj yüzdesi yaklaşık yüzde 30 azaldı tamamen bitirsek 2 kere tam şarj yada 1 tam 2 yarım düzeyden fazla kulaklıkları şarj eder diyebilirim kutusuna+ i̇çerisinden lightning uçlu şarj kablosu çıkıyorbeğenmediğim özellikler- kutusu çizilmeye müsait bir kere düşürseniz falan sorun olabilir kılıf almanızı tavsiye ederim- çok yüksek sesli müzik dinlerseniz dışarıya biraz ses gidiyor normal düzeyde yada bir tık üstünde dinlerseniz sorun olmuyor
"2,0",1 en ucuz fiyata amazon buldum teşekkürler2 daha önce üst düzey kulaklıklar hoparlörler kullandığımdan airpods ses kalitesi iyi değil fiyatına göre kötü eğer ilk önceliğiniz ses kalitesi iyi sistemler kullandıysanız airpods almayın3 çekim bağlantı konuşma vs test amaçlı kullanmadım yorum yok4 apple ekosistemi bir kelime uydurmuşlar övgüler diziyorlaraldanmayın ben birçok apple ürününü yıllardır kullanıyorum airpods alt kalite sırasındaki ürünüdür apple’ındolayısı “apple” değil ihtiyacınız olan şeyin iyisine bakın i̇htiyacınız olan ses “müzik” apple listelere giremez bu ses “konuşma” 3-4 kat para biraz gereksiz5 o zaman ben aldım “ekosistemin” beş yıldızlarına aldandım
"5,0",ürünü alırken birçok kişinin apple ın düzgün isimlendirme yapmaması sayesinde kafası karışmış bunu açıklayayım- kulaklıklar 2 nesil sarj kutusu 1 nesil kutusunda kablosuz sarj yok içinden çıkan kablo sarj ediliyor- ürün orijinal fakat seri no apple sitesinden baktığınızda garanti görünüyor fakat satın alma tarihi görünmüyor bunun apple destek görüşürseniz hallederler- ürün güzel gerçekten iphone uyumu muhteşem anında bağlanıyor ses kalitesi bayağı iyi yapısından dolayı son seste dışarı ses veriyor konuşma durumuyla ilgili bir iki görüşme yaptım karşı taraf iyi geliyor ses dedi ben müzik dinlemek aldım yüzden gayet güzel müzik dinleme açısından
"5,0",ürün hafif ergonomik kulaktan düşmüyor android telefonla kullanıyorum bağlantıda hiçbir problem yaşamadım eşleştirdiğinizde otomatik olarak bağlanıyor ses seviyesi biraz iyi olabilirdi yüksek performans beklemeyin günlük kullanım ideal şarj süresi kutu kulaklıklar mükemmel kullanırken bitirmeniz imkansız gibitek eksi yönü android kullanıcılar kulaklık ayarları yapamıyorsunuz  sağ kulaklığa çift tıklayınca müzik durdurma değiştirme görevleri atayamıyorsunuz ben ipad üzerinden görevleri atadım androide bağladığımda görevleri hatırladı ya android üzerinden kullanırken batarya pil durumunu göremiyorsunuz ürün androidlerle uyumlu olduğu bir android uygulaması olsa iyi olur büyük eksik
"1,0",öncelikle amazonun kargo hizmeti inanılmaz derecede iyi ertesi gün harika bir biçimde kutulanarak gönderildikulaklığı gelince-mikrofonu berbat denecek derecede kötü telefonla konuşurken sesim resmen iletilmiyor-ses düzeyi kadar artarsa dışarıdaki insanlar kadar eşlik ediyorlar ses dışarıya fazla iletiliyor-telefon konuşması sırasında sürekli cızırtılar geliyor rahatsız edici derecede bir cızırtı
"5,0",ürünü almadan önce yazılan yorumlar kafamı karıştırmıştı bi cesaret aldım iyi almışım ürün orijinal apple’dan teyit ettim 2 nesil kutudan kulaklıklar kutusu şarj kablosu çıkıyor elinizde kablosuz şarj aparatı varsa kutuyu kablosuz şarj edebiliyorsunuz ürünün tek sorunu garanti olayı apple amazon’a ürünleri satış tarihinde garantiyi başlatmış normalde ürünler 2 yıl olan garanti ürün benim elime geçtiği gün itibariyle 555 gün kalmış halde geldi açıkçası önce apple sonra amazon’la uğraşmamak açtım kullanmaya başladım alacak olanlar sadece ayrıntıyı gözönünde bulundursun onun dışında kafaya takılacak bir soru işareti yok
"4,0",ürün orjinal apple garantiliancak apple garanti sorgulama sayfasında satın alma tarihini girdiğinizde hata alabilirsinizbunu düzeltmek apple destek servisini ararsanız faturayı gönderdiğiniz takdirde sistemde güncelleme işlemini gerçekleştirebilirsinizteşekkürler
"5,0",1 günde elime ulasti cok iyi paketlenmis hicbir sorun yoktu internetteki uygun fiyatti kampanya döneminde bile siparis verdikten bir gün sonra elimdeydi cok tesekkürler bir seye aciklik getirmek istiyorum 1 nesil 2 nesilde isik kutunun disinda yazan kisiler olmus kablosuz sarjli 2 nesilde isik kutunun disinda kablolu sarjli 2 nesilde isik bunda oldugu kutunun icinde apple‘in sitesinden görsellere bakabilirsiniz
"5,0",eğer kulaklıkla beraber bir apple watch ınız varsa keyfine diyecek yok gerçekten işte zaman tam kullanmaya başlıyorsunuz telefonu cebinizden çıkarmaz hale geliyosunuz mükemmel bir üçlü kombinasyon oluyor veo zaman zevkine varıyor iyiki almışım diyorsunuzsaat kulaklık öyle uyumlu oluyorki resmen zirve yapıyor bir markada uyumu bulamazssınız tek kelimeyle parasını sonuna kadar hak ediyor amazondan aldım hepsini ilk tercihimdir zaman sorun yaşamak istemiyor içiniz rahat olsun istiyorsanız alışveriş budur
